70.55474854,36.49954224,49.52112961,78.44886017,19.55348778,79.35966492
53.34240341,48.98947525,41.29677963,5.02628088,32.61572266,85.74112701
57.95186234,15.56630707,69.52818298,51.80159378,41.32331085,9.315258026
28.95624542,47.44591522,17.90893173,75.70295715,15.26768208,54.18734741
30.19480133,25.72676468,42.29182434,80.06698608,61.98315048,41.5376358
77.47400665,62.87518692,54.31769943,32.52054596,9.940994263,7.337105274
1.401764154,54.20701981,81.46639252,97.27290344,20.50471878,45.13767242
76.07235718,15.63022137,54.09135818,80.42671967,69.25177765,69.88904572
81.44900513,93.85451508,42.75333405,67.48260498,50.44590759,49.92570114
70.90379333,65.44994354,50.90681458,90.51293182,18.30760193,40.69341278
4.535275459,50.60873795,22.7781601,87.57797241,99.14024353,94.50722504
41.40327072,39.04714584,61.91875839,41.6648407,47.1391449,98.46496582
86.26193237,10.73753262,48.98304367,12.3082819,0.401967764,59.14422989
79.04800415,78.3995285,68.0819397,95.41579437,42.58493042,53.19897079
37.35361862,45.96408081,88.66001129,79.7297287,28.87173271,61.50716019
96.1953125,75.36881256,37.05153656,69.62850189,75.25424957,8.915352821
87.14458466,59.60945511,30.24975586,40.16045761,89.12793732,18.44248199
5.623686314,83.27301788,29.28668213,1.629769802,82.19314575,28.35596848
94.95566559,1.875835657,15.03112888,16.77628136,17.68868637,1.880890131
36.40186691,21.03686333,52.9821167,16.42341614,10.87858677,15.25998116
52.48684311,7.39533329,22.3261776,50.97200394,1.029342413,42.0111351
76.71116638,10.5452652,58.45292664,40.60627365,15.16569901,54.84238815
5.350452423,33.16944122,36.34587097,10.61337566,37.7407608,55.84447861
59.24582672,12.82498837,87.59746552,27.61232758,18.81318092,78.1006546
46.87001038,0.024122,47.8014183,64.30467987,97.95310211,4.294771194
29.81654358,53.67940521,19.06334114,84.90999603,87.21181488,40.57448959
62.26966858,65.70549774,68.40622711,49.79692078,58.15027237,5.899148941
64.78211975,54.40139771,74.74157715,18.7775135,72.94108582,31.18371964
26.37929344,82.74118042,61.39349365,89.66166687,14.50004005,60.30437469
27.93420601,8.18935585,78.21386719,37.28142929,25.77899742,51.76931763
82.98016357,19.1922493,16.17436981,32.35548019,2.824693918,59.64377594
82.46021271,67.89133453,80.77797699,77.08327484,82.78990173,32.96253586
58.91630173,45.420784,20.26182938,21.80003548,78.33740234,90.92983246
98.60931396,35.70231247,95.67624664,44.69932175,79.11554718,77.00718689
91.09642792,14.99810791,6.585103035,23.60277748,33.26914978,57.5873909
22.68659973,70.4395752,6.152224541,87.8384552,45.09422684,43.16001129
69.5115509,92.87860107,79.31975555,61.04328156,55.51132584,73.25245667
98.00032043,53.02125168,37.96046829,37.44322205,80.3330307,16.29420471
24.39313507,8.964138985,46.35840225,38.95018768,56.39892197,5.961686134
53.38730621,75.77292633,11.95440292,86.05892944,20.35822868,24.33106995
10.63696766,40.1842041,11.54701138,58.59379196,20.75936127,75.85744476
99.94145966,46.18743515,17.37734032,93.15594482,36.46880341,95.12475586
67.61759186,49.21656418,4.811888695,51.7192421,57.3519516,34.5335083
1.570391655,20.76272964,71.48163605,33.0300827,34.41808319,68.42517853
57.51837921,32.97359467,53.30223465,86.84536743,52.82296371,79.14640045
10.00522423,9.542905807,56.10092926,25.90609741,42.54850006,3.544008732
10.30226326,58.97925568,21.67335129,25.95413399,57.3013382,79.41735077
79.88844299,16.98734665,46.80056763,17.86935425,5.004501343,48.34883118
28.44802666,92.76165009,74.63547516,34.69571304,54.75999832,20.64985657
4.564917088,9.792984009,75.23108673,0.250566006,20.64853859,60.21040726
29.57728577,44.38624954,39.89322662,74.23420715,96.26782227,90.88788605
38.20106888,27.29468346,90.30988312,84.08870697,93.30522919,94.52805328
30.09704971,87.25468445,74.60069275,27.85894203,99.25722504,65.33972931
94.85710907,75.06877136,8.855951309,70.29701233,83.95861053,1.458179951
97.98294067,27.29423714,63.45711517,40.48646164,40.93232727,66.19242096
